Patch1_x,Patch2_x,feed1_extend,feed1slot_l,feed1posx,feed1posy
4.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
4.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
4.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
4.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
4.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
5.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
5.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
5.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
5.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
5.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
6.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
6.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
6.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
6.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
6.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
8.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
8.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
8.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
8.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
8.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
9.0,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
9.2,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
9.4,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
9.6,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
9.8,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,4.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,4.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,4.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,4.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,4.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,5.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,5.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,5.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,5.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,5.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,6.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,6.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,6.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,6.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,6.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,7.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,7.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,7.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,7.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,7.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,8.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,8.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,8.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,8.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,8.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,9.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,9.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,9.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,9.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,9.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,11.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,11.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,11.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,11.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,11.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,12.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,12.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,12.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,12.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,12.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,13.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,13.2,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,13.4,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,13.6,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,13.8,2.3442578166024,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,0.0,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,1.0,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.0,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,3.0,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,4.0,6.7744882398659,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,4.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,4.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,4.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,4.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,4.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,5.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,5.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,5.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,5.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,5.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,7.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,7.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,7.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,7.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,7.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,8.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,8.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,8.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,8.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,8.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,9.0,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,9.2,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,9.4,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,9.6,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,9.8,0.90940738757907,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-2.0,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-1.8,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-1.6,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-1.4,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-1.2,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-1.0,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-0.8,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-0.6,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-0.4,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-0.2,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,-0.0,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.2,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.4,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.6,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.8,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,1.0,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,1.2,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,1.4,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,1.6,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,1.8,-0.094201667379551
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-2.0
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-1.5
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-1.0
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,-0.5
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,0.0
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,0.5
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,1.0
7.8585695667088,10.0,2.3442578166024,6.7744882398659,0.90940738757907,1.5
